2011,武良竜也,加茂中,1:04.68,2011年08月07日(日)
2012,武良竜也,鳥　取,1:03.65,2012年09月17日(月)
2013,武良竜也,米子ＳＳ,1:03.24,2013年08月28日(水)
2014,武良竜也,米子北,1:01.71,2014年08月20日(水)
2015,武良竜也,日本体育大,1:02.14,2015年09月04日(金)
2016,武良竜也,日本体育大,1:01.90,2016年04月04日(月)
2017,武良竜也,日本体育大,1:00.75,2017年08月05日(土)
2018,武良竜也,日本体育大,1:00.97,2018年09月07日(金)
2019,武良竜也,江東区健スポ,1:00.23,2019年08月02日(金)
2020,武良竜也,BWS,59.74,2020年12月03日(木)
2021,武良竜也,ミキハウス,59.31,2022年03月02日(水)
2022,武良竜也,JPN,59.64,2022年06月19日(日)
2014,花車優,坂出伊藤ＳＳ,1:03.88,2014年08月28日(木)
2015,花車優,丸亀,1:02.99,2015年08月20日(木)
2016,花車優,丸亀,1:01.59,2016年08月20日(土)
2017,花車優,坂出伊藤ＳＳ,1:01.86,2017年08月23日(水)
2018,花車優,東洋大,1:01.32,2018年09月07日(金)
2019,花車優,東洋大,1:01.01,2019年09月06日(金)
2020,花車優,東洋大,1:00.58,2020年10月02日(金)
2021,花車優,東洋大,59.72,2021年05月23日(日)
2022,花車優,香　川,59.71,2022年09月18日(日)
2016,間島亮太郎,日進西,1:04.26,2016年09月17日(土)
2017,間島亮太郎,日進西,1:02.91,2017年06月24日(土)
2018,間島亮太郎,日進西,1:02.37,2018年06月23日(土)
2019,間島亮太郎,筑波大,1:02.02,2020年02月16日(日)
2020,間島亮太郎,筑波大,1:01.03,2021年02月04日(木)
2021,間島亮太郎,筑波大,1:00.46,2021年10月08日(金)
2022,間島亮太郎,筑波大,59.90,2022年08月29日(月)
2012,松村優樹,ユアー蕨,1:04.69,2012年08月28日(火)
2013,松村優樹,ユアー蕨,1:03.32,2013年08月28日(水)
2013,松村優樹,埼玉栄,1:03.83,2013年08月20日(火)
2014,松村優樹,埼玉栄,1:02.27,2014年08月28日(木)
2015,松村優樹,中京大,1:02.05,2015年09月04日(金)
2016,松村優樹,中京大,1:01.23,2016年09月02日(金)
2017,松村優樹,中京大,1:01.73,2017年09月01日(金)
2018,松村優樹,中京大,1:00.96,2018年09月07日(金)
2019,松村優樹,中京清泳会,1:00.55,2019年11月03日(日)
2020,松村優樹,日立公共シ,1:00.46,2020年08月29日(土)
2021,松村優樹,さわかみ財団,1:00.28,2021年11月06日(土)
2022,松村優樹,さわかみ財団,59.92,2022年06月11日(土)
2018,山本聖蓮,いずみ能登川,1:04.06,2019年03月10日(日)
2019,山本聖蓮,いずみ能登川,1:02.27,2019年08月24日(土)
2020,山本聖蓮,いずみ能登川,1:01.60,2020年11月29日(日)
2021,山本聖蓮,中央大,1:01.08,2021年10月08日(金)
2022,山本聖蓮,中央大,59.95,2022年08月29日(月)
