2015,須田悠介,ﾙﾈｻﾝｽ港南中,24.08,2016年02月20日(土)
2016,須田悠介,ﾙﾈｻﾝｽ港南中,23.61,2017年02月18日(土)
2017,須田悠介,神奈川,23.38,2017年09月16日(土)
2018,須田悠介,湘南工大附,23.28,2018年09月24日(月)
2019,須田悠介,ﾙﾈｻﾝｽ港南中,23.15,2020年02月15日(土)
2020,須田悠介,早稲田大,23.14,2021年02月20日(土)
2021,須田悠介,早稲田大学,22.68,2022年03月05日(土)
2022,須田悠介,早稲田大,22.09,2022年08月28日(日)
2011,松井浩亮,県立浦和,24.08,2011年08月30日(火)
2012,松井浩亮,新潟医福大,23.33,2012年09月07日(金)
2013,松井浩亮,新潟医福大,22.85,2013年09月06日(金)
2014,松井浩亮,新潟医福大,22.58,2014年04月13日(日)
2015,松井浩亮,新潟医福大,22.55,2015年07月09日(木)
2016,松井浩亮,新  潟,22.59,2016年09月11日(日)
2017,松井浩亮,新潟医福大職,22.42,2017年05月21日(日)
2018,松井浩亮,新潟医福大職,22.06,2018年04月05日(木)
2019,松井浩亮,新  潟,21.88,2019年09月15日(日)
2020,松井浩亮,新潟医福大職,22.05,2021年02月07日(日)
2021,松井浩亮,新潟医福大職,22.04,2021年04月10日(土)
2022,松井浩亮,新　潟,22.09,2022年09月18日(日)
2018,松本周也,伊東高校,23.54,2018年10月07日(日)
2019,松本周也,中京大,23.41,2019年07月28日(日)
2020,松本周也,中京大,23.05,2020年09月21日(月)
2021,松本周也,中京大,22.99,2021年08月01日(日)
2022,松本周也,中京大,22.13,2022年08月28日(日)
2008,塩浦慎理,湘南工大附,23.70,2008年08月03日(日)
2009,塩浦慎理,神 奈 川,22.83,2009年09月13日(日)
2010,塩浦慎理,中央大,22.53,2010年09月03日(金)
2011,塩浦慎理,中央大,22.11,2011年09月02日(金)
2012,塩浦慎理,神奈川,22.16,2012年09月17日(月)
2013,塩浦慎理,中央大,22.03,2013年04月14日(日)
2014,塩浦慎理,ＪＡＰＡＮ,21.88,2014年04月13日(日)
2015,塩浦慎理,ＪＡＰＡＮ,22.04,2015年05月24日(日)
2016,塩浦慎理,ＪＡＰＡＮ,22.01,2016年08月11日(木)
2017,塩浦慎理,ｲﾄﾏﾝﾄｳｼﾝ,21.97,2017年04月16日(日)
2018,塩浦慎理,ｲﾄﾏﾝﾄｳｼﾝ,21.99,2019年02月02日(土)
2019,塩浦慎理,ｲﾄﾏﾝﾄｳｼﾝ,21.67,2019年04月07日(日)
2020,塩浦慎理,ｲﾄﾏﾝﾄｳｼﾝ,21.96,2020年12月06日(日)
2021,塩浦慎理,イトマン東進,21.91,2022年03月05日(土)
2022,塩浦慎理,イトマン東進,22.14,2022年05月01日(日)
2017,今野太介,羽黒,23.74,2017年07月23日(日)
2018,今野太介,鶴岡ＳＣ,23.18,2018年08月26日(日)
2019,今野太介,早稲田大,23.35,2019年04月07日(日)
2020,今野太介,早稲田大,22.67,2020年10月01日(木)
2021,今野太介,早稲田大,22.51,2021年10月07日(木)
2022,今野太介,早稲田大,22.19,2022年08月28日(日)
2008,中村克,ﾏﾘﾝ舎人,24.44,2009年01月31日(土)
2009,中村克,ﾏﾘﾝ舎人,23.23,2010年01月30日(土)
2010,中村克,東　京,23.27,2010年09月12日(日)
2011,中村克,マリン舎人,22.90,2011年08月30日(火)
2012,中村克,早稲田大,22.83,2012年04月07日(土)
2013,中村克,東　京,22.54,2013年09月14日(土)
2014,中村克,早稲田大,22.30,2014年07月06日(日)
2015,中村克,早稲田大,21.90,2015年06月14日(日)
2016,中村克,ＪＡＰＡＮ,22.03,2016年11月20日(日)
2017,中村克,ｲﾄﾏﾝﾄｳｼﾝ,21.87,2018年02月11日(日)
2018,中村克,ｲﾄﾏﾝﾄｳｼﾝ,22.00,2019年03月17日(日)
2019,中村克,ｲﾄﾏﾝﾄｳｼﾝ,22.26,2019年06月02日(日)
2020,中村克,ｲﾄﾏﾝﾄｳｼﾝ,22.18,2020年08月28日(金)
2021,中村克,イトマン東進,21.97,2021年04月10日(土)
2022,中村克,イトマン東進,22.22,2022年05月01日(日)
2014,坂井孝士郎,関西学院高,24.11,2014年07月24日(木)
2015,坂井孝士郎,中央大,23.82,2015年07月04日(土)
2016,坂井孝士郎,中央大,23.02,2017年01月28日(土)
2017,坂井孝士郎,中央大,22.60,2017年09月01日(金)
2018,坂井孝士郎,中央大,22.33,2018年09月07日(金)
2019,坂井孝士郎,塚口ＳＳ,22.11,2020年01月26日(日)
2020,坂井孝士郎,塚口ＳＳ,22.03,2021年02月07日(日)
2021,坂井孝士郎,大和ハウス,22.04,2021年06月13日(日)
2022,坂井孝士郎,兵　庫,22.24,2022年09月19日(月)
2010,川﨑駿,館山三,24.35,2010年07月18日(日)
2011,川﨑駿,市立船橋,23.80,2011年08月18日(木)
2011,川﨑駿,鋸南SC,23.81,2011年08月30日(火)
2012,川﨑駿,市立船橋,23.30,2012年09月24日(月)
2013,川﨑駿,市立船橋,23.08,2013年08月18日(日)
2014,川﨑駿,明治大,22.98,2014年09月05日(金)
2015,川﨑駿,千　葉,22.91,2015年09月13日(日)
2016,川﨑駿,千　葉,22.39,2016年09月11日(日)
2017,川﨑駿,明治大,22.47,2017年07月09日(日)
2018,川﨑駿,駿台,23.17,2018年07月08日(日)
2019,川﨑駿,ＪＦＥ京浜,22.57,2019年11月09日(土)
2020,川﨑駿,ＪＦＥ京浜,22.36,2021年02月21日(日)
2021,川﨑駿,ＪＦＥ京浜,22.49,2021年04月09日(金)
2022,川﨑駿,千　葉,22.28,2022年09月18日(日)
2017,田中大寛,ＸＹＺ別府,23.03,2018年02月17日(土)
2018,田中大寛,別府翔青,23.15,2018年09月29日(土)
2019,田中大寛,別府翔青,22.92,2019年08月26日(月)
2021,田中大寛,ＸＹＺ別府,23.04,2021年07月03日(土)
2022,田中大寛,大　分,22.31,2022年09月18日(日)
2015,川根正大,神奈川,24.08,2015年09月12日(土)
2016,川根正大,法政二,23.50,2016年06月26日(日)
2017,川根正大,ｻｷﾞﾇﾏSC鷺沼,22.83,2017年08月26日(土)
2018,川根正大,中央大,22.40,2018年09月07日(金)
2019,川根正大,中央大,22.16,2020年01月26日(日)
2020,川根正大,中央大,22.16,2020年10月01日(木)
2021,川根正大,中央大学,22.12,2021年04月10日(土)
2022,川根正大,神奈川,22.37,2022年09月18日(日)
2011,難波暉,三　重,24.28,2011年09月10日(土)
2012,難波暉,愛　知,23.86,2012年09月16日(日)
2013,難波暉,豊川高,23.62,2013年06月01日(土)
2014,難波暉,豊川高,23.14,2014年08月30日(土)
2015,難波暉,中京大,22.85,2015年09月04日(金)
2016,難波暉,中京大,22.56,2016年09月02日(金)
2017,難波暉,中京大,22.29,2017年09月01日(金)
2018,難波暉,中京大,22.34,2018年09月07日(金)
2019,難波暉,新東工業株式会社豊川製作所,22.34,2019年04月07日(日)
2020,難波暉,新東工業株式会社豊川製作所,22.11,2021年02月07日(日)
2021,難波暉,新東工業愛知,22.02,2021年04月10日(土)
2022,難波暉,新東工業愛知,22.48,2022年05月01日(日)
2014,石黒智基,滝川ＭＳＣ,23.74,2014年10月04日(土)
2016,石黒智基,日本体育大,23.82,2016年09月02日(金)
2017,石黒智基,日本体育大,23.08,2017年09月01日(金)
2018,石黒智基,日本体育大,22.70,2018年08月04日(土)
