2013,池江璃花子,ﾙﾈｻﾝｽ亀戸,57.92,2014年01月26日(日)
2014,池江璃花子,ﾙﾈｻﾝｽ亀戸,55.16,2015年01月25日(日)
2015,池江璃花子,ﾙﾈｻﾝｽ亀戸,53.99,2016年01月31日(日)
2016,池江璃花子,ﾙﾈｻﾝｽ亀戸,53.68,2016年11月17日(木)
2017,池江璃花子,ﾙﾈｻﾝｽ亀戸,53.83,2017年04月15日(土)
2018,池江璃花子,ルネサンス,52.79,2018年11月18日(日)
2020,池江璃花子,ルネサンス,55.35,2021年01月23日(土)
2021,池江璃花子,ルネサンス,53.98,2021年04月08日(木)
2022,池江璃花子,ルネサンス,53.83,2022年04月30日(土)
2016,池本凪沙,コパン宇治,57.17,2016年09月18日(日)
2017,池本凪沙,コパン宇治,55.80,2017年05月20日(土)
2018,池本凪沙,コパン宇治,55.22,2018年11月24日(土)
2019,池本凪沙,大　阪,54.88,2019年09月15日(日)
2020,池本凪沙,イ ト マ ン,54.84,2020年09月12日(土)
2021,池本凪沙,イトマン東京,55.44,2022年01月22日(土)
2022,池本凪沙,中央大,54.35,2022年08月31日(水)
2013,白井璃緒,日本,58.53,2014年01月22日(水)
2014,白井璃緒,兵  庫,57.48,2014年09月12日(金)
2015,白井璃緒,兵  庫,57.35,2015年09月11日(金)
2016,白井璃緒,兵  庫,55.88,2016年09月10日(土)
2017,白井璃緒,日本,56.30,2018年02月18日(日)
2018,白井璃緒,東洋大,55.03,2019年02月17日(日)
2019,白井璃緒,兵  庫,54.27,2019年09月15日(日)
2020,白井璃緒,東洋大,54.59,2020年10月02日(金)
2021,白井璃緒,東洋大学,54.57,2021年04月08日(木)
2022,白井璃緒,ミズノ,54.48,2022年04月30日(土)
2008,五十嵐千尋,横浜ｻｸﾗ,57.78,2008年08月29日(金)
2009,五十嵐千尋,横浜ｻｸﾗ,57.01,2009年09月21日(月)
2010,五十嵐千尋,神奈川,56.61,2010年09月10日(金)
2011,五十嵐千尋,横浜サクラ,55.80,2011年08月29日(月)
2012,五十嵐千尋,横浜サクラ,55.85,2012年08月29日(水)
2013,五十嵐千尋,神奈川,55.70,2013年09月14日(土)
2014,五十嵐千尋,日本体育大,55.63,2014年06月21日(土)
2015,五十嵐千尋,日本体育大,55.25,2015年04月12日(日)
2016,五十嵐千尋,日本体育大,55.05,2016年04月08日(金)
2017,五十嵐千尋,日本体育大,54.98,2017年04月15日(土)
2018,五十嵐千尋,T&G,54.94,2018年05月26日(土)
2019,五十嵐千尋,T&G,54.70,2019年04月06日(土)
2020,五十嵐千尋,T&G,54.42,2021年02月21日(日)
2021,五十嵐千尋,JPN,54.10,2021年07月24日(土)
2022,五十嵐千尋,神奈川,54.80,2022年09月18日(日)
2018,神野ゆめ,中京大中京高,57.11,2018年08月20日(月)
2019,神野ゆめ,中京大中京高,56.27,2020年02月16日(日)
2020,神野ゆめ,中京大中京高,55.37,2021年02月06日(土)
2021,神野ゆめ,中京大,54.91,2021年10月10日(日)
2022,神野ゆめ,中京大,54.90,2022年08月29日(月)
2019,大嶋千桜,アレスト八代,57.28,2019年08月25日(日)
2020,大嶋千桜,アレスト八代,56.78,2021年02月06日(土)
2021,大嶋千桜,イ ト マ ン,55.83,2021年08月25日(水)
2022,大嶋千桜,大　阪,55.33,2022年09月18日(日)
2019,吉井萌萌花,関大一中,58.15,2019年08月19日(月)
2020,吉井萌萌花,近畿大附,56.59,2021年03月07日(日)
2021,吉井萌萌花,近畿大附,55.61,2021年08月20日(金)
2022,吉井萌萌花,近畿大附,55.41,2022年07月22日(金)
2015,今井美祈,ﾌﾞﾘﾁﾞｽﾄﾝ久留,58.23,2015年10月11日(日)
2016,今井美祈,愛　知,58.03,2016年09月09日(金)
2017,今井美祈,豊川高,57.33,2017年07月09日(日)
2018,今井美祈,豊川高,57.41,2018年05月27日(日)
2019,今井美祈,中京大,56.48,2020年01月26日(日)
2020,今井美祈,中京大,56.24,2021年02月06日(土)
2021,今井美祈,中京大学,55.83,2021年04月07日(水)
2022,今井美祈,中京大,55.49,2022年07月10日(日)
2012,増田葵,岡　山,57.96,2012年09月15日(土)
