2008,入江陵介,近畿大学,25.45,2009年01月25日(日)
2009,入江陵介,近畿大,24.96,2009年04月18日(土)
2010,入江陵介,イ ト マ ン,25.16,2010年04月18日(日)
2011,入江陵介,イ ト マ ン,25.07,2011年04月11日(月)
2012,入江陵介,ＪＡＰＡＮ,25.42,2013年03月15日(金)
2013,入江陵介,ＪＡＰＡＮ,25.17,2013年05月26日(日)
2014,入江陵介,ＪＡＰＡＮ,24.86,2014年04月12日(土)
2015,入江陵介,ＪＡＰＡＮ,25.53,2015年06月14日(日)
2016,入江陵介,ＪＡＰＡＮ,25.63,2016年06月12日(日)
2018,入江陵介,ｲﾄﾏﾝﾄｳｼﾝ,24.88,2018年08月20日(月)
2019,入江陵介,ｲﾄﾏﾝﾄｳｼﾝ,24.95,2019年04月08日(月)
2021,入江陵介,イトマン東進,24.83,2022年03月04日(金)
2022,入江陵介,イトマン東進,24.83,2022年04月30日(土)
2008,川本武史,名鉄S新瀬戸,28.32,2008年08月30日(土)
2009,川本武史,東海,27.01,2009年10月17日(土)
2010,川本武史,衣丘小,26.95,2010年10月09日(土)
2011,川本武史,衣丘小,26.09,2011年10月01日(土)
2012,川本武史,豊川高,25.72,2012年05月27日(日)
2013,川本武史,中京大,25.55,2013年04月13日(土)
2014,川本武史,中京大,25.38,2015年02月27日(金)
2015,川本武史,中京大,25.21,2015年04月09日(木)
2016,川本武史,中京大,24.84,2016年07月09日(土)
2017,川本武史,ＴＯＹＯＴＡ,25.51,2018年02月18日(日)
2018,川本武史,ＴＯＹＯＴＡ,24.80,2018年07月07日(土)
2019,川本武史,ＴＯＹＯＴＡ,24.93,2019年07月13日(土)
2021,川本武史,ＴＯＹＯＴＡ,25.31,2021年04月10日(土)
2022,川本武史,ＴＯＹＯＴＡ,24.99,2022年04月30日(土)
2008,古賀淳也,ｽｳｨﾝ埼玉,25.33,2008年06月08日(日)
2009,古賀淳也,ｽｳｨﾝ埼玉,24.45,2009年04月18日(土)
2010,古賀淳也,稲泳会,24.86,2010年04月18日(日)
2011,古賀淳也,ＪＡＰＡＮ,24.97,2011年04月11日(月)
2013,古賀淳也,ＪＡＰＡＮ,25.12,2013年04月13日(土)
2014,古賀淳也,ＪＡＰＡＮ,24.28,2014年09月22日(月)
2015,古賀淳也,ＪＡＰＡＮ,24.61,2016年02月21日(日)
2016,古賀淳也,ＪＡＰＡＮ,24.95,2017年02月19日(日)
2017,古賀淳也,ＪＡＰＡＮ,24.44,2017年07月29日(土)
2018,古賀淳也,第一三共,24.56,2018年04月05日(木)
2020,古賀淳也,AQUA SWIM,24.95,2021年02月06日(土)
2021,古賀淳也,スウィンＳＳ,24.92,2021年06月05日(土)
2022,古賀淳也,スウィンＳＳ,25.18,2022年04月30日(土)
2008,金子雅紀,東坂戸SS,28.02,2008年04月26日(土)
2009,金子雅紀,東坂戸SS,27.10,2009年08月30日(日)
2010,金子雅紀,筑波大,26.93,2010年05月30日(日)
2011,金子雅紀,筑波大,26.06,2011年04月11日(月)
2012,金子雅紀,筑波大,26.40,2012年05月27日(日)
2013,金子雅紀,筑波大,26.02,2013年04月13日(土)
2014,金子雅紀,日本,25.49,2015年02月22日(日)
2015,金子雅紀,日本,25.36,2015年11月07日(土)
2016,金子雅紀,日本,25.69,2016年05月22日(日)
2017,金子雅紀,ｲﾄﾏﾝﾄｳｼﾝ,25.68,2017年05月21日(日)
2018,金子雅紀,ｲﾄﾏﾝﾄｳｼﾝ,26.23,2018年08月20日(月)
2019,金子雅紀,ｲﾄﾏﾝﾄｳｼﾝ,25.37,2019年04月08日(月)
2022,金子雅紀,ＪＡＰＡＮ,25.52,2022年07月09日(土)
2010,江戸勇馬,イ ト マ ン,27.88,2010年10月30日(土)
2011,江戸勇馬,桃山学院,27.40,2011年05月22日(日)
2015,江戸勇馬,中京大,26.11,2016年01月31日(日)
2016,江戸勇馬,八神製作所,26.17,2016年12月04日(日)
2017,江戸勇馬,八神製作所,26.60,2017年06月11日(日)
2018,江戸勇馬,八神製作所,25.93,2018年05月26日(土)
2019,江戸勇馬,八神製作所,25.50,2019年06月01日(土)
2020,江戸勇馬,八神製作所,25.49,2021年02月06日(土)
2021,江戸勇馬,菱信工業,25.48,2022年03月04日(金)
2022,江戸勇馬,菱信工業,25.54,2022年04月30日(土)
2020,森拓海,コナミ海老名,27.04,2021年02月21日(日)
2021,森拓海,武相,26.51,2021年08月28日(土)
2022,森拓海,コナミ海老名,25.73,2022年05月15日(日)
2016,松山陸,スウィン鷲宮,26.98,2017年02月19日(日)
2017,松山陸,スウィン鷲宮,26.37,2018年02月18日(日)
2018,松山陸,スウィン鷲宮,25.59,2019年02月17日(日)
2019,松山陸,スウィン鷲宮,25.51,2019年11月24日(日)
2020,松山陸,明治大,25.51,2020年08月29日(土)
2021,松山陸,スウィン鷲宮,25.39,2021年06月05日(土)
2022,松山陸,スウィン鷲宮,25.80,2022年04月30日(土)
2020,内藤大翔,愛み大瑞穂,26.88,2020年09月13日(日)
2021,内藤大翔,中京大,25.95,2022年03月13日(日)
2022,内藤大翔,中京大学,25.81,2022年04月30日(土)
2018,眞野秀成,湘南工大附,27.00,2018年06月10日(日)
2019,眞野秀成,ｾﾝﾄﾗﾙｽﾎﾟｰﾂ,26.95,2019年11月24日(日)
2022,眞野秀成,ｾﾝﾄﾗﾙｽﾎﾟｰﾂ,25.81,2022年05月21日(土)
2015,瀬﨑勇宇,長根台小,27.63,2015年07月11日(土)
2016,瀬﨑勇宇,豊川高,26.64,2017年02月19日(日)
