2016,ATSC.YW,1:56.80,2017年03月29日(水)
2017,ATSC.YW,1:55.91,2018年03月29日(木)
2018,ATSC.YW,1:54.35,2018年10月27日(土)
2019,日大藤沢,1:53.45,2019年10月26日(土)
2020,日本大,1:52.75,2020年10月17日(土)
2021,ATSC.YW,1:49.84,2021年10月16日(土)
