今井月,2013,本巣ＳＳ,27.22,2013年06月09日(日)
今井月,2014,本巣ＳＳ,26.36,2015年02月21日(土)
今井月,2015,本巣ＳＳ,25.67,2016年02月20日(土)
今井月,2016,コカ・コーラ,25.32,2017年02月18日(土)
今井月,2017,豊川高,25.40,2017年09月23日(土)
今井月,2019,岐　阜,25.00,2019年09月16日(月)
今井月,2020,東洋大,24.93,2020年10月01日(木)
今井月,2021,コカ・コーラ,25.90,2021年04月09日(金)
二宮歌梨,2018,東京ドーム,26.51,2018年11月25日(日)
二宮歌梨,2019,雙葉,26.06,2019年08月18日(日)
二宮歌梨,2020,東京ドーム,26.38,2021年02月20日(土)
二宮歌梨,2021,東京ドーム,26.18,2022年01月23日(日)
二宮歌梨,2022,東京ドームS,26.29,2022年07月09日(土)
